CONTEXT,ID,TEXT
end:help-ezic-hold-fire,EZIC grows strong while the corrupt and greedy weaken.,"부패와 탐욕이 모습을 감추고, 에직이 모습을 드러냈습니다."
end:help-ezic-hold-fire,We are moving you and your family to a better home.,당신의 가족들에게 쾌적한 주거지를 제공하겠습니다.
end:help-ezic-hold-fire,Your services as an inspector are no longer required. We need agents.,더 이상 검문관으로 일할 필요는 없습니다. 결사단에 걸맞는 단원이 되어주십시오.
end:help-ezic-hold-fire,Follow us and together we will complete the revolution!,결사단과 함께 혁명의 과업을 완수합시다!
end:help-ezic-hold-fire,Glory to the New Arstotzka.,새로운 아스토츠카에 영광을.
end:ignore-ezic,Hello inspector.,"오랜만일세, 검문관."
end:ignore-ezic,We have audited your activities for the past 20 years.,20년간 자네의 활동 기록을 감사해봤다네.
end:ignore-ezic,There are some anomalies.,몇 가지 문제가 있긴 했네만.
end:ignore-ezic,But you have served Arstotzka well.,평생 아스토츠카를 위해 일해왔잖나.
end:ignore-ezic,We will overlook these small transgressions.,작은 허물 정도는 괜찮을 일이지.
end:ignore-ezic,You have been cleared of any suspicion.,혐의점은 찾아볼 수 없었네.
end:ignore-ezic,Glory to Arstotzka.,아스토츠카에 영광을.
end:ignore-ezic,A new agreement has been reached with Kolechia.,콜레치아와 새로운 협약이 맺어졌습니다.
end:ignore-ezic,Grestin Border Checkpoint will reopen soon.,그레스틴 국경 검문소가 다시 개방될 것입니다.
end:ignore-ezic,Return to your post on January 1st.,1월 1일까지 검문소로 복귀하십시오.
end:ignore-ezic,ENDLESS UNLOCK CODE: 62131,무한모드 잠금해제 코드: 62131
endless:timed,Timed,시간 제한
endless:timed,Process as many travelers as possible in 10 minutes.,10분 동안 최대한 많은 여행객들을 처리하십시오.
endless:timed,"ENDLESS - TIMED

Process as many travelers as possible in 10 minutes. One point per traveler. Lose 30 seconds for each citation.","무한 모드- 시간 제한

10분동안 가능한 많이 여행객들을 처리하십시오. 여행객 한명당 1점입니다. 경고 하나당 30초씩 줄어듭니다."
endless:perfection,Perfection,완벽주의
endless:perfection,Game over at first penalty. Earn dwindling points.,첫 벌금을 받으면 게임이 끝납니다. 획득 점수가 점점 줄어듭니다.
endless:perfection,"ENDLESS - PERFECTION

Earn points for processing travelers. No citations allowed. Ten points per traveler in the first minute, one less point for each minute that passes. Work quickly.","무한 모드 - 완벽 주의

여행갱들을 처리하면 점수를 얻습니다. 경고(고지)는 허용되지 않습니다. 첫 일분간은 여행객당 10점을 주고, 매 분이 지나갈 때 마다 1점씩 줄어듭니다. 빠르게 처리하십시오."
endless:endurance,Endurance,인내력
endless:endurance,Play until balance goes negative. Avoid penalties.,검문 균형이 나빠질 때까지 진행합니다. 벌금을 받지 마십시오.
endless:endurance,"ENDLESS - ENDURANCE

Process travelers until your balance drops below zero. Citations penalize an escalating number of points. The highest achieved points are remembered for scoring.","무한 모드 - 인내력

검문 균형이 0 이하로 떨어질 때까지 여행객을 처리하십시오. 경고(고지)는 점수 획득에 불이익을 줍니다. 최고 점수를 기록하면, 해당 점수가 표시됩니다."
endless:course1,Course 1,코스 1
endless:course2,Course 2,코스 2
endless:course3,Course 3,코스 3
endless:course4,Course 4,코스 4
bullend:1A,Check rulebook for rules in effect.,규정집에서 시행 중인 규정을 확인하십시오.
bullend:2A,Check rulebook for rules in effect.,규정집에서 시행 중인 규정을 확인하십시오.
bullend:3A,Check rulebook for rules in effect. REASON FOR DENIAL stamp is required when denying entry.,"규정집에서 시행 중인 규정을 확인하십시오. 입국을 불허할 시, 불가 사유 도장을 찍으십시오."
bullend:4A,Check rulebook for rules in effect. REASON FOR DENIAL stamp is required when denying entry.,규정집에서 시행 중인 규정을 확인하십시오. 입국을 불허할 시 불가 사유 도장을 찍으십시오.
night:MANAGE_EXPENSES,Manage your expenses using the checkboxes below.,아래 체크박스를 이용해 오늘 지출을 관리하십시오.
night:AFTER_6PM,Applicants entering after 6PM are unpaid.,오후 6시 이후의 입국자들은 임금에 포함되지 않습니다.
night:PROGRESS_SAVED,Progress is saved at the start of each day.,진행 사항은 매일 시작할때 저장됩니다.
night:ATTACK_DIDNOTHING,The day was cut short by a terrorist attack.,테러리스트의 공격으로 검문을 급히 마무리 했습니다.
night:ATTACK_FIREDGUN,The day was cut short by a terrorist attack.,테러리스트의 공격으로 검문을 급히 마무리 했습니다.
night:ATTACK_FIREDGUN,TRIGGER BONUS,발사 수당
night:ATTACK_SOLVED,The day was cut short by a terrorist attack.,테러리스트의 공격으로 검문을 급히 마무리 했습니다.
night:ATTACK_SOLVED,SHARPSHOOTER BONUS,저격 수당
night:POISONING,The day was cut short by a security incident.,보안사고로 검문을 급히 마무리 했습니다.
night:FAMILY_PICTURE,Your wife found an old family picture.,아내가 오래된 가족 사진을 찾았습니다.
night:BUY_UPGRADE0,Booth Upgrade Available: SPACE key to toggle INSPECT mode.,검문소 개조 가능: SPACE 키로 심문 모드로 들어갑니다.
night:BUY_UPGRADE0,UPGRADE BOOTH,검문소 개조
night:BUY_UPGRADE1,Booth Upgrade Available: TAB key to toggle stamp bar.,검문소 개조 가능: TAB 키로 도장을 바로 꺼냅니다.
night:BUY_UPGRADE1,UPGRADE BOOTH,검문소 개조
night:BUY_UPGRADE2,Booth Upgrade Available: Rulebook shortcuts.,검문소 개조 가능: 규정집에 책갈피를 넣습니다.
night:BUY_UPGRADE2,UPGRADE BOOTH,검문소 개조
night:BUY_UPGRADE3,Booth Upgrade Available: Double-click for quick INSPECT.,검문소 개조 가능: 두번 클릭으로 빠른 심문을 할 수 있습니다.
night:BUY_UPGRADE3,UPGRADE BOOTH,검문소 개조
night:APARTMENT_RENT,The rent has gone up.,임대료가 올랐습니다.
night:APARTMENT_UPGRADE,"A cheaper class 8 apartment is available (Rent = 25, Heat = 10)","8 등급 연립주택으로 이사할 수 있습니다 (임대료 = 25, 난방비 = 10)"
night:APARTMENT_UPGRADE,MOVE TO CLASS-8,8 등급으로 가기
night:APARTMENT_UPGRADE,"A class-7 apartment is available. (Rent = 30, Heat = 10)","7 등급 연립주택으로 이사할 수 있습니다. (임대료 = 30, 난방비 = 10)"
night:APARTMENT_UPGRADE,MOVE TO CLASS-7,7 등급으로 가기
night:APARTMENT_UPGRADE,"A class-6 apartment is available. (Rent = 40, Heat = 5)","6 등급 연립주택으로 이사할 수 있습니다. (임대료 = 40, 난방비 = 5)"
night:APARTMENT_UPGRADE,MOVE TO CLASS-6,6 등급으로 가기
night:APARTMENT_UPGRADE,"A class-5 apartment is available. (Rent = 50, Heat = 0)","5 등급 연립주택으로 이사할 수 있습니다. (임대료 = 50, 난방비 = 0)"
night:APARTMENT_UPGRADE,Class-5 is the best a worker can have.,5등급 연립주택은 노동자가 가질 수 있는 최고의 아파트 입니다.
night:APARTMENT_UPGRADE,MOVE TO CLASS-5,5 등급으로 가기
night:SON_BIRTHDAY,Your son's birthday is in 2 days.,아들의 생일이 2일 남았습니다.
night:SON_BIRTHDAY2,Your son's birthday is tomorrow. He wants an expensive crayon set.,내일은 아들의 생일입니다. 비싼 크레용 세트를 원하는 모양입니다.
night:SON_BIRTHDAY2,SON'S GIFT,아들의 선물
night:SON_BIRTHDAY3,Your son has drawn a picture for you to take to work.,열심히 일하는 당신을 위해 아들이 그림을 그렸습니다.
night:NIECE,Your sister has been arrested. Her young daughter needs a home.,여동생이 체포되었습니다. 어린 조카에게 집이 필요합니다.
night:NIECE,ADOPT NIECE,조카 입양
night:NIECE2_YES,Your niece has brought her mother's savings.,조카가 여동생이 저축한 돈을 가져왔습니다.
night:NIECE2_YES,SISTER'S SAVINGS,여동생의 저축금
night:NIECE2_NO,Your niece has disappeared.,조카가 사라졌습니다.
night:FRIENDLY_GUARD_PAYOUT,A young woman dropped off something.,젊은 여자가 무언가를 떨어뜨리고 갔습니다.
night:FRIENDLY_GUARD_PAYOUT,ELISA'S GIFT,Elisa의 선물
night:DETAIN_PAYOUT,DETAIN BONUS,구금 수당
night:EZIC_PAYOUT,A strange man brought money. Uncheck to burn it.,"수상한 남자가 돈을 가져왔습니다. 체크 표시가 없을 경우, 돈을 태워버립니다."
night:EZIC_PAYOUT,EZIC GIFT,에직의 선물
night:EZIC_PAYOUT_RETRY,A strange man brought money again. Uncheck to burn it.,"수상한 남자가 다시 돈을 가져왔습니다. 체크 표시가 없을 경우, 돈을 태워버립니다."
night:EZIC_PAYOUT_RETRY,EZIC GIFT,에직의 선물
night:EZIC_TAKESAVINGS,The neighbors have reported your new wealth.,재산이 갑작스레 늘어난 것을 의심한 이웃이 정부에 신고했습니다.
night:EZIC_TAKESAVINGS,The Ministry of Income has confiscated your savings pending investigation.,"조사가 진행되는 동안, 재정성에서 저축금을 몰수했습니다."
night:EZIC_CLEARED,The Ministry of Income has cleared all wrongdoing.,재정성에서 불법 행위를 말소시켰습니다.
night:EZIC_CLEARED,Your savings will not be returned.,저축금을 돌려받을 수 없습니다.
night:EZIC_REWARD,A small package arrived.,작은 소포가 도착했습니다.
night:EZIC_REWARD,EZIC GIFT,에직의 선물
night:TAKE_FAMILY_PASSPORTS,The Ministry of Information has confiscated your family's passports.,정보성에서 가족의 여권들을 몰수해갔습니다.
night:ESCAPE,You can now escape to Obristan by yourself.,홀로 오브리스탄으로 탈출할 수 있습니다.
night:ESCAPE,You can now escape to Obristan with one family member.,가족 한 명과 오브리스탄으로 탈출할 수 있습니다.
night:ESCAPE,You can now escape to Obristan with two family members.,가족 두 명과 오브리스탄으로 탈출할 수 있습니다.
night:ESCAPE,You can now escape to Obristan with three family members.,가족 세 명과 오브리스탄으로 탈출할 수 있습니다.
night:ESCAPE,You can now escape to Obristan with four family members.,가족 네 명과 오브리스탄으로 탈출할 수 있습니다.
night:ESCAPE,You can now escape to Obristan with everyone.,가족 모두와 오브리스탄으로 탈출할 수 있습니다.
night:ESCAPE_1,ESCAPE (SELF),탈출 (본인)
night:ESCAPE_2,ESCAPE (SELF+1),탈출 (본인+1)
night:ESCAPE_3,ESCAPE (SELF+2),탈출 (본인+2)
night:ESCAPE_4,ESCAPE (SELF+3),탈출 (본인+3)
night:ESCAPE_5,ESCAPE (SELF+4),탈출 (본인+4)
night:ESCAPE_6,ESCAPE (SELF+5),탈출 (본인+5)
night:HANGINGS_PENALTY,A fine has been assessed for unofficial wall hangings.,인가받지 못한 물품을 벽에 걸어놔 벌금을 부과받았습니다.
night:HANGINGS_PENALTY,HANGINGS FINE,벽걸이 벌금
night:SELL_WATCH,You sold the digital watch on your way home.,집으로 오는 길에 최신식 시계를 팔아버렸습니다.
night:SELL_WATCH,WATCH PROFIT,시계 대금
night:EASY_MODE,EASY MODE CRUTCH,쉬움 모드 도우미
night:SNEAK_HOME,You have rushed home amid the panic at work to check on your family.,직장에서 공황을 느낀 당신은 가족을 확인하기 위해 집으로 달려왔습니다.
night:SNEAK_HOME,Your information audit is scheduled for tomorrow morning.,내일 오전 중에 정보 감사가 있을 예정입니다.
note:EZIC_CORMAN,"ARSTOTZKA IS GREAT COUNTRY POISONED BY CORRUPT LEADERS

WAR HAS MADE GOV'T GREEDY AND PARANOID - YOU HAVE SEEN FOR YOURSELF

HELP US FREE ARSTOTZKA FROM ITS SHACKLES


* THE ORDER OF THE EZIC STAR","아스토츠카는 타락한 지도자에 의해 병든 국가입니다.

정부는 탐욕스럽고 편집증적으로 변했습니다. 당신도 이미 경험했잖습니까.

결사단을 도와 아스토츠카를 족쇄에서 자유롭게 만듭시다.


* 에직 별의 결사단"
